lat,long,elevation
45.67,-121.24,59
45.16,-123.18,36
45.00,-123.21,53
44.52,-123.29,70
44.01,-123.12,313
44.85,-123.07,241
42.53,-123.58,391
45.83,-122.97,193
45.83,-122.98,194
44.47,-121.04,951
45.30,-122.97,54
42.09,-122.97,1029
42.04,-122.91,1940
42.08,-122.94,1331
44.31,-121.27,858
42.24,-123.68,394
45.48,-122.63,40
45.68,-121.40,34
45.48,-120.46,170
45.53,-122.61,68
45.50,-122.84,52
45.50,-122.84,58
42.36,-123.41,295
42.35,-123.38,300
42.36,-123.41,302
42.36,-123.42,294
42.36,-123.42,294
42.36,-123.41,303
45.47,-122.61,79
44.47,-123.54,746
45.01,-122.77,133
45.01,-122.77,132
45.27,-123.01,57
45.47,-122.61,79
44.71,-123.16,56
44.72,-123.16,56
44.73,-123.15,53
44.73,-123.15,54
44.73,-123.15,54
44.71,-123.16,56
44.73,-123.15,54
44.92,-123.06,47
44.93,-123.06,41
44.73,-123.15,54
42.41,-123.35,297
42.36,-123.41,301
42.36,-123.38,353
44.73,-123.15,53
42.36,-123.36,325
42.42,-122.91,376
42.42,-122.91,376
45.68,-121.39,36
45.69,-121.34,193
45.68,-121.31,216
45.68,-121.31,216
45.68,-121.31,216
45.68,-121.31,215
45.68,-121.31,139
44.65,-120.25,592
44.63,-120.22,652
44.63,-120.22,651
44.63,-120.22,652
44.90,-120.10,1027
44.90,-120.10,1029
45.71,-120.19,127
45.71,-120.19,136
45.71,-120.19,133
44.94,-123.03,49
42.49,-122.67,535
42.49,-122.67,538
42.49,-122.67,545
42.48,-122.67,516
43.12,-121.04,1324
44.63,-120.30,696
44.63,-120.30,694
44.63,-120.30,689
44.56,-119.84,1069
44.55,-119.79,971
44.53,-119.75,858
44.63,-120.30,692
44.54,-119.75,866
45.60,-122.73,19
44.94,-123.01,55
44.55,-118.53,1389
44.36,-117.25,665
44.36,-117.25,659
44.99,-122.80,65
44.36,-117.25,645
44.99,-122.80,62
44.37,-117.23,642
44.99,-122.80,70
44.37,-117.23,637
44.33,-117.26,795
44.33,-117.27,788
44.36,-117.25,651
45.01,-122.77,134
42.43,-123.54,401
44.27,-117.20,648
44.37,-117.23,640
42.43,-123.55,407
42.43,-123.55,410
42.43,-123.55,416
42.43,-123.55,411
45.57,-122.86,79
44.27,-117.20,648
44.60,-123.26,131
44.39,-117.24,638
44.37,-117.23,655
44.39,-117.24,637
44.39,-117.25,656
44.40,-117.24,638
44.60,-117.13,676
44.60,-117.13,680
44.60,-117.13,680
44.66,-117.11,889
44.39,-117.25,640
44.39,-117.25,640
44.60,-117.13,681
44.66,-117.11,869
44.67,-117.12,938
44.66,-117.11,887
44.66,-117.11,889
44.67,-117.12,955
45.02,-123.15,79
45.02,-123.15,75
45.02,-123.14,68
45.02,-123.15,64
45.02,-123.15,65
45.02,-123.15,80
42.48,-123.43,339
42.36,-123.41,302
42.36,-123.41,302
44.09,-123.02,134
45.50,-122.84,55
45.50,-122.84,59
45.50,-122.84,59
45.50,-122.84,58
44.02,-123.16,280
44.02,-123.16,280
44.02,-123.16,234
42.36,-123.41,301
45.10,-117.68,1220
45.10,-117.68,1233
45.10,-117.68,1226
45.10,-117.68,1253
45.10,-117.69,1297
45.10,-117.69,1300
45.10,-117.69,1304
45.09,-117.72,1406
45.09,-117.72,1409
45.09,-117.72,1416
45.09,-117.72,1424
45.06,-117.71,1482
45.06,-117.71,1482
45.06,-117.71,1483
45.56,-122.67,62
44.01,-123.14,224
44.01,-123.14,224
44.00,-123.13,256
44.02,-123.16,271
45.72,-119.30,218
45.72,-119.30,218
45.72,-119.30,219
44.94,-123.03,48
44.94,-123.03,52
44.94,-123.03,52
42.21,-123.31,478
45.01,-117.64,1021
45.10,-117.69,1311
45.09,-117.72,1423
44.79,-117.82,1041
44.79,-117.82,1041
45.72,-119.30,219
44.00,-123.14,251
42.07,-123.19,763
42.07,-123.19,736
44.00,-123.14,251
44.00,-123.13,248
42.07,-123.17,704
43.22,-121.17,1396
45.55,-122.38,9
45.55,-122.38,9
45.55,-122.38,9
45.55,-122.38,9
44.42,-121.59,1155
44.42,-121.59,1155
44.68,-121.15,737
44.42,-121.59,1147
44.68,-121.15,737
44.42,-121.59,1155
45.55,-122.38,9
45.53,-122.61,68
45.50,-122.84,52
45.50,-122.84,58
42.36,-123.41,295
42.35,-123.38,300
42.36,-123.41,302
42.36,-123.42,294
42.36,-123.42,294
42.36,-123.41,303
45.47,-122.61,79
44.47,-123.54,746
45.01,-122.77,133
45.01,-122.77,132
45.27,-123.01,57
45.47,-122.61,79
44.71,-123.16,56
44.72,-123.16,56
44.73,-123.15,53
44.73,-123.15,54
44.73,-123.15,54
44.71,-123.16,56
44.73,-123.15,54
44.92,-123.06,47
44.93,-123.06,41
44.73,-123.15,54
42.41,-123.35,297
42.36,-123.41,301
42.36,-123.38,353
44.73,-123.15,53
42.36,-123.36,325
42.42,-122.91,376
42.42,-122.91,376
45.68,-121.39,36
45.69,-121.34,193
45.68,-121.31,216
45.68,-121.31,216
45.68,-121.31,216
45.68,-121.31,215
45.68,-121.31,139
44.65,-120.25,592
44.63,-120.22,652
44.63,-120.22,651
44.63,-120.22,652
44.90,-120.10,1027
44.90,-120.10,1029
45.71,-120.19,127
45.71,-120.19,136
45.71,-120.19,133
44.94,-123.03,49
42.49,-122.67,535
42.49,-122.67,538
42.49,-122.67,545
42.48,-122.67,516
43.12,-121.04,1324
44.63,-120.30,696
44.63,-120.30,694
44.63,-120.30,689
44.56,-119.84,1069
44.55,-119.79,971
44.53,-119.75,858
44.63,-120.30,692
44.54,-119.75,866
45.60,-122.73,19
44.94,-123.01,55
44.55,-118.53,1389
44.36,-117.25,665
44.36,-117.25,659
44.99,-122.80,65
44.36,-117.25,645
44.99,-122.80,62
44.37,-117.23,642
44.99,-122.80,70
44.37,-117.23,637
44.33,-117.26,795
44.33,-117.27,788
44.36,-117.25,651
45.01,-122.77,134
42.43,-123.54,401
44.27,-117.20,648
44.37,-117.23,640
42.43,-123.55,407
42.43,-123.55,410
42.43,-123.55,416
42.43,-123.55,411
45.57,-122.86,79
44.27,-117.20,648
44.60,-123.26,131
44.39,-117.24,638
44.37,-117.23,655
44.39,-117.24,637
44.39,-117.25,656
44.40,-117.24,638
44.60,-117.13,676
44.60,-117.13,680
44.60,-117.13,680
44.66,-117.11,889
44.39,-117.25,640
44.39,-117.25,640
44.60,-117.13,681
44.66,-117.11,869
44.67,-117.12,938
44.66,-117.11,887
44.66,-117.11,889
44.67,-117.12,955
45.02,-123.15,79
45.02,-123.15,75
45.02,-123.14,68
45.02,-123.15,64
45.02,-123.15,65
45.02,-123.15,80
42.48,-123.43,339
42.36,-123.41,302
42.36,-123.41,302
44.09,-123.02,134
45.50,-122.84,55
45.50,-122.84,59
45.50,-122.84,59
45.50,-122.84,58
44.02,-123.16,280
44.02,-123.16,280
44.02,-123.16,234
42.36,-123.41,301
45.10,-117.68,1220
45.10,-117.68,1233
45.10,-117.68,1226
45.10,-117.68,1253
45.10,-117.69,1297
45.10,-117.69,1300
45.10,-117.69,1304
45.09,-117.72,1406
45.09,-117.72,1409
45.09,-117.72,1416
45.09,-117.72,1424
45.06,-117.71,1482
45.06,-117.71,1482
45.06,-117.71,1483
45.56,-122.67,62
44.01,-123.14,224
44.01,-123.14,224
44.00,-123.13,256
44.02,-123.16,271
45.72,-119.30,218
45.72,-119.30,218
45.72,-119.30,219
44.94,-123.03,48
44.94,-123.03,52
44.94,-123.03,52
42.21,-123.31,478
45.01,-117.64,1021
45.10,-117.69,1311
45.09,-117.72,1423
44.79,-117.82,1041
44.79,-117.82,1041
45.72,-119.30,219
44.00,-123.14,251
42.07,-123.19,763
42.07,-123.19,736
44.00,-123.14,251
44.00,-123.13,248
42.07,-123.17,704
43.22,-121.17,1396
45.55,-122.38,9
45.55,-122.38,9
45.55,-122.38,9
45.55,-122.38,9
44.42,-121.59,1155
44.42,-121.59,1155
44.68,-121.15,737
44.42,-121.59,1147
44.68,-121.15,737
44.42,-121.59,1155
45.55,-122.38,9
